codigo_postal,municipio,latitud,longitud,zone
55515,15033,19.5610160827637,-99.0856018066406,Cuautitlan
55516,15033,19.5553169250488,-99.0810546875,Cuautitlan
55517,15033,19.5553684234619,-99.0833511352539,Cuautitlan
55518,15033,19.5601787567139,-99.0927047729492,Cuautitlan
55519,15033,19.5691051483154,-99.0927124023438,Cuautitlan
55520,15033,19.5529022216797,-99.0743408203125,Cuautitlan
55530,15033,19.5458202362061,-99.0669403076172,Cuautitlan
55540,15033,19.5391883850098,-99.06787109375,Cuautitlan
55547,15033,19.5323505401611,-99.061164855957,Cuautitlan
55548,15033,19.5448951721191,-99.0592651367188,Cuautitlan
55549,15033,19.5437812805176,-99.0619888305664,Cuautitlan
55600,15120,19.7980079650879,-99.1003494262695,Cuautitlan
55603,15120,19.8036403656006,-99.0890502929688,Cuautitlan
55604,15120,19.7999172210693,-99.0742645263672,Cuautitlan
55605,15120,19.7797966003418,-99.0919418334961,Cuautitlan
55606,15120,19.7803039550781,-99.101188659668,Cuautitlan
55607,15120,19.7959232330322,-99.0571899414063,Cuautitlan
55609,15120,19.7808666229248,-99.1119537353516,Cuautitlan
55610,15120,19.8607177734375,-99.0817184448242,Cuautitlan
55613,15120,19.8592338562012,-99.1142196655273,Cuautitlan
55614,15120,19.8314456939697,-99.0823440551758,Cuautitlan
55615,15120,19.8089580535889,-99.1048965454102,Cuautitlan
55616,15120,19.8193626403809,-99.0973663330078,Cuautitlan
55619,15120,19.8427124023438,-99.1069793701172,Cuautitlan
55620,15120,19.8089275360107,-99.1625671386719,Cuautitlan
55628,15120,19.8068428039551,-99.140510559082,Cuautitlan
55629,15120,19.8250560760498,-99.1346664428711,Cuautitlan
55630,15120,19.8157577514648,-99.00537109375,Cuautitlan
55634,15120,19.773853302002,-99.0212860107422,Cuautitlan
55635,15120,19.8112049102783,-99.0403060913086,Cuautitlan
55636,15120,19.7703323364258,-99.0524673461914,Cuautitlan
55637,15120,19.8192005157471,-99.0507202148438,Cuautitlan
55640,15120,19.7568607330322,-98.9856567382813,Cuautitlan
55643,15120,19.8145446777344,-99.081298828125,Cuautitlan
55644,15120,19.8141803741455,-99.0208969116211,Cuautitlan
55646,15120,19.7776222229004,-99.1015014648438,Cuautitlan
55700,15020,19.6339473724365,-99.1122131347656,Cuautitlan
