ID_Credito,ID_Credito_original,ID_Tienda
5a9de5,a12680f3-4bc2-4a8e-a4db-1f3e285a9de5,313d7207-2d19-4bdd-903b-c780bffe3c2c
642bd2,a29d2270-9dd0-4b68-9b2d-d69297642bd2,55a15f38-e59f-4d47-ac5e-797c51219437
a46ecc,a3929121-c4bd-4cb4-9c22-4c808aa46ecc,81c26337-20f4-4a02-82bc-368608f9c605
6d68a9,a3ac7021-1d7c-4cc2-a1bd-67a2e86d68a9,d69ec5a8-2793-4be7-8d15-96b3d3f4c576
03ed2d,a634a9e7-8ede-4304-9bfe-eb8d0e03ed2d,722941cc-103e-404e-bcb7-b0ed5816fca6
8db903,b31f77ee-7b8f-4c36-b95d-bb425a8db903,01076caa-0dae-49a0-8e9f-19a0e14f4dd4
4ec3cb,c642481a-24bd-4290-b5df-df09794ec3cb,f512952d-f0a2-4e20-aa06-6842cdf9f320
516611,cfefdd49-e87c-499e-a2ad-5ca5e6516611,c7322be6-6ffa-4e31-b8be-977665aea0dc
3840eb,e759de62-ece6-4681-a19c-aaa5923840eb,86425436-4b8d-4c66-b15b-d698e1ad7344
2dded9,eb166847-7548-432a-b942-be07c82dded9,415a4e93-d897-4e99-b95e-fc0a56cc3498
12492c,edfdbeae-6473-423a-8f2f-efeb4312492c,4245d79a-d5bd-4230-9a91-02f46f5dba80
fdb9f8,0b62b94a-6420-4579-a7e9-948dbcfdb9f8,6220aff2-9bb2-4b20-a26c-a79132880da5
90e33d,252ff7a6-0ac4-44e6-b2d5-0bc93e90e33d,52e49f18-20bf-44f3-a98b-23c49a8b52af
073fa7,3889553a-a876-4b36-a71b-8faffd073fa7,0fc76db0-a491-4045-b127-31d130117560
2d3788,389a7d21-4040-4b43-b09c-ef01522d3788,338f959b-b10a-4674-9904-a47d025bd812
5c17df,3cdd97c3-ad95-406e-adbc-b1b2775c17df,5412b17c-343e-4bce-8982-5580bd819cb0
393a53,531c524e-388a-4838-b8cf-bf2121393a53,4dab4b58-e99a-4f22-bf6e-357a1bcb488c
33c244,63bbbc59-4a4e-4695-817d-f8a70633c244,ef0389e4-2794-40d3-9168-2a8bff798278
42e4a1,67da402a-7b56-40b3-9622-bd63e542e4a1,54a13774-8321-4c8a-9747-f4c623a10504
dd76b5,73dd7239-50c9-4800-9c81-e3149cdd76b5,c2700fe3-ab5d-4ec3-b6b8-cd89f88f39ac
760302,7550e868-f400-4057-9f9e-752378760302,846ace0d-142e-4115-afde-117ca054da0b
6b0c8a,9b7a0e7d-a49f-4df0-b397-795f356b0c8a,221ebec2-6bb6-453f-acc7-a67d0c36f840
a6a23c,ad4b9159-339a-49fc-a33a-d22584a6a23c,5da1fd9b-19aa-433b-bcc0-c0bbf91ba9d1
009e91,aea2c17a-eaa7-4345-a9a1-336b5c009e91,e9e2791e-27bb-46a7-b8b5-b1cecc9137dd
4b8dd1,bea83ad3-b3f1-4d4d-b816-4146224b8dd1,9d9d0f2e-beb3-43f5-9e2d-5d0227a87db0
b8727a,c67a1498-69ca-4702-8ad3-7540abb8727a,9f07a5b0-6239-43fb-8536-8824fdae4c1e
cfc1c7,cffe2e14-4fd9-42ca-8776-9e46c5cfc1c7,d0c80df6-7c89-4aa2-aae4-cdb60b3a2996
610876,de534992-c42b-4757-83ee-110ee4610876,b3927bc0-29b5-442c-b6f6-d01c1274989c
dcd44b,fe53fcd7-45cd-4417-bc58-e1b05ddcd44b,bf768d22-f42e-4bc3-bf51-8b1bcc92cb46
4eac6c,17b80009-a890-4dda-b1bf-e700d74eac6c,f2c8a95c-5db9-41de-a0ad-2f9eeac09f60
0f55cc,2a01a6ab-d913-4b19-b5fe-6befd80f55cc,8a17abd7-7ba7-43b4-a22b-6d72fbbd1204
3c9cfe,2f120712-5165-4c2a-979f-65d0753c9cfe,b0633bfd-1d00-4777-b003-d9a64555a036
543fe0,6011f708-62ea-4f8d-927d-97a0d2543fe0,96079999-064f-45a7-9656-63c99b79b3e3
06c91d,609ff473-31c6-43b5-8f48-a9adb106c91d,d5dc85d2-2e24-4d79-8d09-29ad8f4b4607
97f453,6191d132-e5ac-4a07-8866-136f3697f453,eec0dcec-2c9c-4563-971a-5bb3a8c2bdff
db3810,6279f6ea-fb4e-4c3b-8890-81cd13db3810,58005968-43b5-4f4c-b97e-6481084e5c87
19903e,6d2640b1-3574-40d6-a0f4-ce138419903e,525e8e44-a9d7-45cf-91cc-cb914ab64c2c
beb47f,8969451e-3320-449b-ba65-5fa177beb47f,ea4fdb05-b153-4799-a625-ed58644d5f02
63aa48,8bb4de4c-2895-4343-be58-74887163aa48,e696f537-5cac-48f3-a0fc-cd6b1afebedc
9d0fcb,90b8c9fa-4851-4f92-987c-ab64f99d0fcb,b88c8e20-19ef-4655-8899-3178f84034f8
b2afa0,9ac374fb-efa4-4cf5-b765-c39f40b2afa0,96ee2425-5eac-4626-ad6d-184f21a45266
27d709,9b6fd6d3-e34d-4418-910f-90ec1027d709,00ef657e-f14b-4991-a457-825ed1c7db58
bc4141,a2c61e56-9c7c-4438-a726-4eb9aebc4141,fe218475-c247-4240-821d-08a977af6462
78159d,aec47ecd-ad8c-4f6b-b516-4fe99c78159d,535ff682-9344-4183-82e5-cd507ba5b8dd
de37bf,b9aacbbb-beaa-47b9-9346-4405b5de37bf,21190651-190c-4e58-876f-7c9bc53ad883
a0c66e,c04c01e6-77cc-485f-808e-b753e4a0c66e,642fed94-1e20-4e7d-96b9-5fbc344095ba
38f9d3,e4ecad41-fd91-4d54-af3a-eed6ac38f9d3,1966dc50-71de-457d-9c99-a0af141a8612
b5e7d8,f8e583b3-a974-4cea-b83f-59bf53b5e7d8,6aae2684-614b-4815-9bb9-8aa18a4fb852
afb02c,08064709-6a7f-4a19-a144-967584afb02c,1c5302d6-de0d-443c-a355-7a5e94521e65
1edf86,0a1d453a-ca61-49ad-a8d7-62e18d1edf86,8c47a618-132f-40a9-9a18-3bb1e761cf40
925621,1a95c532-779f-43f8-8a80-1a00d7925621,e41cf3e9-20df-4d26-8767-882b01bfd98e
dbf837,213be4ca-6bea-4bec-92c7-44562adbf837,f2472e88-5cf3-4b16-9126-3de5d2af659c
7f572b,285780d0-c62b-4294-9f30-f866697f572b,c9cb3dcd-1dd0-45f5-b4a2-cb116b19b3a4
a30901,2ceb1be4-c6ed-4555-8372-2bb43aa30901,e75945d5-9702-4701-b089-3d7539ad4c3e
da29ab,2d32e4e0-aee9-491b-8225-a6a43dda29ab,3624f131-182a-4a20-ab0c-a29dc9ea7682
54b63f,33751802-cf64-429c-be0e-6895eb54b63f,920704b9-f2e9-4ba4-b9b6-44fa831232dc
a7ad36,346945f5-16e4-4bb5-a058-734eaea7ad36,9f172682-ae96-4369-935e-bd130762a63b
c03d45,3698f10b-2098-425d-9a06-896bbcc03d45,0f7142ad-5fcf-4424-8a0d-27a5f6b109a8
55727a,38f1366d-bb3a-48c5-be2c-51ed0e55727a,390ea01d-68c1-41b9-831c-5e7ffa11e8f1
06d152,3e62515c-a6bb-46e2-b164-dd52a706d152,35275d7e-f259-4693-a570-8569ba6541bb
462925,50838b24-d59b-4fc3-96db-ddc5d9462925,d72f6945-44d8-447f-8617-80ac9340400f
c4d960,51a414fc-b16b-48b2-99bf-007ab8c4d960,1a21b61d-b4f7-466e-a797-f559de225b81
fb79e2,588a4067-50fb-4b47-81b2-acd830fb79e2,2069ac46-4c1a-45ae-a0f2-9d36f1266cb8
ca1f5c,5c2a612e-7a05-4950-825f-ed226dca1f5c,78807a04-95cf-4c40-ad84-4a594abdde1c
7e7efb,6ab1ce51-af7d-47e8-b7bc-051a567e7efb,5af254ba-dae9-4d6b-ac8b-1aaa2738fb2f
efdcf5,6b4d49eb-2de1-4411-9d50-f1a26cefdcf5,274cda32-ce88-445b-9968-72e5acc823ec
2e3cc3,6e07f52e-8055-4477-af66-5d6e092e3cc3,33f9b315-1df2-403f-8dbf-884a972c1336
0aa801,740d291d-b0e7-434e-a065-0db3a90aa801,d5d99d23-f511-4c04-a91f-304f23796004
ceab81,762085b1-353f-4c1b-b05a-37945aceab81,421eab3c-f933-4b80-a5f6-900ca388cd42
4953b1,783e04c2-183b-42a5-8a50-d999494953b1,e33487bf-ca3c-4a28-9f02-371d1dcc3c77
e1aafb,7db28173-b7aa-4399-9cca-7ffbb8e1aafb,f1639eff-d904-4203-a20c-b8f122bc2c9e
0ab645,7de49375-4b22-427b-bf2c-f12ddc0ab645,4f5bf8e4-06c8-459b-858e-c362f5e811f3
866994,7efb2c60-ad4b-4cc3-8378-013744866994,95e87f41-5ddc-495a-8839-02be5f40e06d
4e9403,807ee78c-fb2c-41b2-a784-f750e44e9403,8d45d0ea-5e46-49fe-8d40-7e9f7759efa5
eca3de,84c94908-d850-4639-afe4-5d0c1beca3de,6a5ece41-9139-4b11-8911-0609adcdd041
cab7db,93d5db20-e3aa-4cd8-b3de-dc369fcab7db,77723e29-444c-42ae-bbff-f686e7875e57
379b97,9a187a3b-d3fe-4a3e-ab63-1f7293379b97,42b185e4-6ca4-4d5d-8ab7-654e098356e4
62cb95,9d56a8b8-5c53-408b-801b-97fb1362cb95,a0f9ef9f-69d8-4cca-a3e6-83f2d0cee185
05830d,9e0f15b0-1569-4f3e-b541-5fde9b05830d,742991a9-d8c2-4e1d-820d-8fba54a8d0e5
69b5d9,abe3f9e3-da48-421b-931c-28ea3369b5d9,3f2ae711-d584-4bb1-9c9d-7937ebe9800e
8da7f5,bae96179-4203-4d68-baf3-8a54058da7f5,336b27ee-40bd-423c-b7b0-4ef137093431
8bf050,c65ebde9-7bc0-43c1-837a-2eb8788bf050,d28c34c2-3548-4c53-882e-f25313c3541c
ceffc7,c7126fb1-5d65-4b82-b06d-1a76c9ceffc7,35768702-4f21-415f-a220-e7e10b179f43
95b589,c76ba8c0-8624-4cfa-b3b6-ffb4fd95b589,23e0a9c0-e6c8-45f1-b88a-08f5cea00030
90345e,d0c10d18-ba0e-4916-b79b-281ecd90345e,43c0a6d8-55ba-4456-bdd5-428177f21496
51b3d4,d4c36e1e-53b4-45ab-b394-d797ad51b3d4,e0d70502-1706-4d29-9964-af4a73d0f8f5
c0d59c,ef357213-e9e0-4bda-83ff-1c60f5c0d59c,7db72af4-b9bf-4cef-8cc0-3c9237f75845
01f50e,fb658dbf-3b31-4fbe-88e1-bf915e01f50e,d904edf2-0e78-4114-a25d-9e22e9ba9e99
329d3c,08eefebd-dae7-439e-9aae-8b7395329d3c,fbb6d0d6-cfec-4d43-9c16-3b5bc7f66347
f20a7a,0f558c53-122f-495c-980e-5fd06ff20a7a,d7e2e7c0-1aeb-483b-8202-f5a99c4c03cb
79884d,10b15f4f-222e-439e-9e44-3320a379884d,0e08b870-ed5a-4459-b6bd-681759eb38d8
45c419,12d16264-4f16-40b9-b265-69c36745c419,04b4d8c1-6968-4178-9d5f-2efe1e295f06
380bd0,26fa69cc-c745-4ba1-b0ee-f91098380bd0,e8300c00-0bad-4efd-b74c-a2869b87ce75
496439,2cecdbcd-f486-4eaa-b05c-bb3f99496439,12340501-da83-47b4-9877-5d16057a621d
ef20f8,316d8361-362a-43ee-b55f-db44e9ef20f8,261f3e32-432d-4544-ac1e-94b10ea6107f
b9be74,3e5e4bbc-b0e0-4b61-9ad2-edbbf5b9be74,80dd9806-05c7-480d-86fb-46924faf9066
4614cf,49bd4e18-d364-42d5-82ce-3c2f844614cf,15c224d1-24e8-4df6-90ee-e79e1df05e66
ed73f4,4c625336-2eda-4a9e-858d-e96ee8ed73f4,cec00b80-9fc7-46e9-a07a-5ae516949efb
835bca,71a5cad8-73e5-44a7-9520-0c849e835bca,fc4c9bbd-5379-49eb-a601-f032a7c5b172
8559d5,822c1045-bb2c-4b9f-b773-1d6b0d8559d5,a9082eac-3b3b-4466-8e56-30f46c1b373a
a03e18,8c38d5d8-4659-408a-b525-a2a1a3a03e18,784387bc-6a70-4309-ac3f-e36bec3bb8c1
ad88da,8db7e6a6-4a3d-4950-ab25-229a35ad88da,cf172fd9-31c4-4823-8cf6-759efae6600e
6e547b,90cba159-13c0-431e-b416-59641d6e547b,903b7dc2-6b96-4863-8180-c853b40eb764
b05de2,92001503-1c9b-42aa-9b95-4371d0b05de2,693e6dd0-9f8f-4871-a097-649f30ac65b3
5a1cca,92207b16-922b-4157-be57-f0b9635a1cca,634d4ca3-c4e5-4244-85db-b9fedb950819
cbff68,92986ec0-bb53-459b-b5a2-395b53cbff68,fc16391b-a8f3-4722-b34f-e56be6e67359
9be510,93b081f8-7887-4c2f-b87d-a6913c9be510,1acc9ffd-1be6-4698-92d7-5d5985cdc762
852839,93e71bf4-295f-4b50-8644-f43d72852839,f95e2ffc-b3d0-4d8c-a47c-cca31aaf324b
ab6974,978c0f32-fb66-4c02-a7eb-458f75ab6974,7e07810d-6c50-4cab-a261-1748220d969f
c90304,9b7b995d-790f-43e4-aeb5-26647cc90304,30057372-17a9-49f4-a2e2-4ff8ffa85627
1dec34,9ea2d5c8-ee98-4b09-b41c-f4f05e1dec34,16b6080b-09b8-48dc-9038-5a9d787503ea
30211f,a6eb8ae3-8fe5-4190-bd4b-37299a30211f,6b9606cc-6627-419a-939a-f28e85b7f9dc
cf2da4,a7c35041-a735-4636-acb2-e5f1dacf2da4,b065fbc5-0f8c-4ed7-b4cd-1f1a2f97998b
f34b21,aa65304e-2178-4866-9a9a-4b9b46f34b21,69fc0b3c-64ba-40ad-82cc-e219d603f8ed
4cfd7b,b5aeb42d-712f-4ce4-bbcd-3798e44cfd7b,57eb20d0-c453-4e1d-a431-eaa66320e579
4782c2,bb1c6e44-9811-4954-9c30-60b96f4782c2,26d7b298-4326-485b-bbc4-c8e29c5bc4cc
936677,be24e7d4-b86e-4c1e-a433-aa7e98936677,39ab55bf-5811-4917-93da-b9beaf993faf
87e73b,cdd0b995-291a-45ba-adee-a2318f87e73b,255e352e-8a33-454d-b598-eab14f5ca23e
4c0a1f,ce2524d3-5a31-4963-889f-7847c54c0a1f,50a6ec29-98c2-4133-bc82-67b5d0f56818
84af64,d3da0c3e-1132-471c-a4cf-f2d06784af64,ced14dab-f607-4cd2-95f1-c080ee8aa5d1
abfd2f,d3f44ca3-4b5b-486c-8aa0-dd0614abfd2f,92203c26-60ed-48b6-9b70-09ba440ea60f
af976b,da8209d4-77fd-4cd9-9b29-ae3583af976b,e311e4cb-846f-4b35-b2f9-e5786facbf04
448f9b,e6f374c2-8734-4d3f-b43b-df8a75448f9b,d4c1047a-0f06-4420-a332-549a66fcd220
5ff284,ed25d783-4317-4b7c-be91-e476315ff284,63c99e24-b5fd-4078-b78a-9309e5502cc3
fb8b4f,f3d743e3-e152-4ff3-a605-4ec878fb8b4f,f67c2de9-b70e-4535-bc38-54a9ae8f9c02
97bffd,facd3105-e7ea-47c7-a4bc-efa85197bffd,d8dd283a-0fe5-4a43-98ab-d3a3d3bd41bc
81a289,fc279428-e900-4dca-b1e1-e75a4d81a289,3ecea19a-a9de-4478-8e36-9bddaebf7d01
4696d8,159e69a4-c3d9-44f5-8c9c-d77ceb4696d8,80fa2119-dcdf-437d-bee4-fc665a3fb18d
31e663,165f1ff5-80a4-44a0-8b90-29db6631e663,a86f4c02-8d37-4f78-beae-4ab2e42c2256
ecfa9a,2035792d-175c-454a-83cb-d0c609ecfa9a,97c5e562-7404-4a57-8671-b80f656e54cf
80a410,2239d1d7-77cb-4247-9857-14b20180a410,141d129c-bb67-47b5-875a-de6079f893f4
bf612d,230e537a-6676-4448-a732-219cadbf612d,36a58b2e-8141-4b81-9a41-cdb0814eaf86
a65429,41122a80-cdd6-4e88-b117-3e729ea65429,bb7f771b-0ab9-4d6f-9251-142af0fca280
6a546c,419bf7ff-19b6-4e63-8231-1814076a546c,0523d9db-937e-48de-a156-0ff38da76504
255599,4368c176-017e-4067-ac4f-d394a4255599,acf5953b-1d8f-467e-aa20-82f289cf4beb
5c4130,4812630a-3bec-4808-972d-ed79715c4130,9d94fac0-3326-42e0-b9c7-b1e321f93689
c260ea,57955517-ea33-48dc-a266-a93952c260ea,f92f931e-64e0-489d-9986-f567a8170f66
28dfd9,5b5bf25f-2629-456f-a4ba-2d6e0328dfd9,fb88e92c-2a08-4e65-a903-184b7a1e39ab
5a7eb0,5f77aed6-bd6c-4f7e-b8de-94f2995a7eb0,fed636ca-c9b7-48a4-a72f-556daa0eda1c
d2e681,5fedde2b-2021-4670-964d-b7c599d2e681,1fd2d0e9-fd78-40e6-91e1-923afa974a8d
8f548b,6273f174-70ce-4f36-8529-0494238f548b,afc614fd-dde8-4abb-846a-309f15a87bc6
16ac7c,6b83d0b2-7cf3-4ca6-b3d9-afbe2516ac7c,f05c6b25-8d99-4e90-85b6-5ee8a616b8e6
3c5acc,6e491b48-a640-42b3-b644-a475ac3c5acc,026e1e7a-147a-4464-ae47-51de03eed05e
0053f7,7969325f-9af1-498a-adc8-b665670053f7,36bd8cf2-3dc9-415a-83f5-b2574468fd88
1801a3,8432b55e-78da-4d84-abb1-0cb0721801a3,5bce234a-189e-4f7f-b640-b6c3502bb9f4
f78c6a,8441c603-fd17-40c4-bdbd-108afbf78c6a,46530a9e-ac9d-47a1-9240-7f9845280630
4c3b64,8fff22ec-447a-4764-8906-e120234c3b64,87837146-c54f-45a7-9179-baab8d831cc9
c4ae3a,b30f13e8-d625-4987-9510-26e0dfc4ae3a,98fc42d1-f297-4440-9708-f977ebfe7283
7bb394,b69a463a-eb5c-4478-ba36-982b437bb394,89d9e3e1-f9c8-44be-a0b6-352f42a02f51
f7408a,baeb5e40-d3a3-4414-a42b-c85abef7408a,4e1b7823-673f-4361-bd65-edde147ad9b8
55345d,cec34c12-160f-4858-8a1a-757f4f55345d,d91971a5-c837-45a8-9c85-86dfef03d0f5
3048bc,e93f1476-78de-4b32-8436-1f1aa63048bc,d14bce28-1bb9-4d99-9463-0884e279f523
523ab4,eb058a84-840d-4185-a8b0-3c2f3a523ab4,414bc5d8-5cf0-47d7-9746-f89db65775f5
3033c0,f1b6c2bf-4fec-4619-9a7c-28b7f23033c0,fd7c2ce2-beb1-417e-a216-7d039f4ed715
300739,f33a13a5-ab6d-4c30-834d-57161c300739,5dbf25d3-e332-4a5b-9f54-ef338b6d0ae9
e4d38a,f33f91e9-3f9d-4166-8a0a-f27653e4d38a,722e288e-7da1-4138-947c-83d9b1e05ac4
41e817,f96b62c3-0bb3-4416-991d-f2c55a41e817,d93f814d-a633-44f7-b205-020b1c140c9b
5fbee2,fb1d4830-34d9-432d-a71d-7132565fbee2,93b35d02-1ebc-499d-8eb0-abf62082c04f
7bfe0c,031abdfa-0778-4232-ad7e-53b2367bfe0c,6da55664-7978-467a-9ef7-e2729a499f7a
fb97e6,09d3727f-fde8-4cba-9dba-1e7c76fb97e6,6546a6ef-c8a1-44a8-ae83-f7d46b54013e
f6ebd8,0bf0b4e6-edd0-43ee-a11a-6d6c50f6ebd8,9b9b16c4-b851-4c94-93be-f39552833359
c0a5f9,0e9bbdf5-0ee1-4b51-b099-04be80c0a5f9,e07c2894-00bc-4a80-9b33-7cb8e693bbea
da795d,1223ccbe-fcf1-4de3-8a22-b0ca54da795d,5edf6a66-b5ef-4e2f-9167-06825fc1f290
8a6d15,12733e08-a04c-4635-9510-844e398a6d15,d5ddbd0a-dee7-447c-ab5f-6dbafec4eb29
ef309a,12780b3b-9196-4b5c-ace4-852a3eef309a,de7642af-d2ff-4dfa-bbc1-ab294a031afd
f493cf,14245359-6594-4d71-8d9d-f5faacf493cf,59882d53-d97e-49fc-ab83-26eb792a5879
85342f,19632d00-d3ed-4aea-84e1-61c2ef85342f,37915bee-b0ff-4dc8-b7d0-e90a683d7178
3517ee,280ce0c4-5a8f-44b3-b577-44334a3517ee,ff9f49b6-b7d9-4d42-82aa-91b2535f6dd2
56d879,28ac2b36-5bc0-4384-85d4-db207556d879,6d203138-c9bd-4568-b56b-774f506dddd5
a1f504,2d46b0e9-0c7b-42de-ba20-5402bba1f504,93dfea1f-b637-4c51-84bf-63d854cc8363
4c5224,33ffe7dc-8e73-4acc-aad5-7f5c974c5224,8d159733-7de6-42c2-989d-65277b87db81
ef3b9b,362a0903-d86e-4986-93f5-8ab52def3b9b,6ca85d60-0926-46e8-9c33-48d30b5757d8
34acb7,3f7f79ab-f2f3-48f0-81f3-86e1d834acb7,1b3a3de7-f828-4c28-b89d-988c88c81667
27acf1,3fbb7f88-4194-4efb-ba38-0ec61627acf1,70dd514b-f342-4851-a6e0-d7a8bcfc609a
b843c2,471a2463-46fa-46e3-9f11-9fb327b843c2,e3e76b3c-ea1c-49ee-bf5c-4fb57d26ca33
c77763,4be2e440-5aba-4c59-b6b1-673b0ac77763,4e467c41-867a-4286-8619-2e863d415f41
f23e89,5015ce1d-fe94-4ec4-9cc8-86d392f23e89,70361a38-6d03-4144-881b-a8889d8dee6e
3432b8,59406fc0-d0ab-4f78-89c4-e28b0e3432b8,08c670db-6d8d-41d4-ac81-36dbdff30502
12b204,6ab0baf7-6fb4-47cf-84d1-32a75612b204,8197a487-cbce-45a6-a928-04d8143ad223
3bdd26,6dbb9fe1-d181-48b2-b92d-c806ce3bdd26,5fba09ae-893c-4389-8f94-37ff29c74ee8
72c970,78525837-005c-448d-bd0c-9c891272c970,6093e4f5-f9d0-4372-96ab-b826710c0778
f2f2e2,7afeee52-8209-464a-a683-d07da2f2f2e2,dc8c9b6b-7d0b-434b-87bd-cf44d99828bd
ebaa85,7c048b88-2474-403d-818f-fe63adebaa85,82623540-cbce-41b5-a6e0-992e6d43a02e
7a9372,82d98ab6-f2b7-48a7-8cfa-d75e417a9372,ca062cfa-4d1e-4055-ae85-820ec4919609
1799ff,83d5a7a7-c5d9-491c-9bc5-25b2321799ff,d1a192b2-9895-4522-a84c-ccd107e7e4f0
4fd77b,9294275d-7516-43ab-a507-d805804fd77b,9534d20f-bc89-487a-9133-5ef83d79b6fd
198455,9c07e36d-b9de-4642-a67e-bf6437198455,5d043fe3-9f50-476b-accb-c332ebb9c1d9
f58260,a17b8490-8739-418e-97e7-3718dff58260,4e07be10-d172-4202-ba7d-cac4155cd93c
2e65bc,a1dc34f6-60f7-41b5-9bd1-4859ce2e65bc,f02c1a60-1fd9-4bc9-833b-7e4bc9191cae
24e620,a9794281-6d4f-4e6f-8b86-322d3724e620,7cffe736-43f1-4e2c-80a3-81dc12224891
0f32b4,aea03d0a-995a-4433-8dd9-34be3a0f32b4,b2f899af-aec2-4e90-bb6b-8b1a05fed8c5
b1ff6c,b05ba19c-1cb6-4b2b-b7e6-36b7a6b1ff6c,37a4d487-f3e4-421f-9a2b-96e8fb725942
706d09,b7137684-f7a0-4d82-8041-d9e417706d09,7d5cdb92-d4bd-4a33-a4aa-85fca1c85b26
e84413,be502281-5fc1-45c6-a67a-f75c97e84413,a1d39cdb-5550-4ed3-a88c-9ae7775256e2
b610f1,c02cbfbd-ce38-4618-8f7a-641631b610f1,94abfbcd-5fa4-467c-ab60-89f423895a17
34d17b,c6505be1-4323-4b0c-b1e7-00b8ee34d17b,5586ddc0-0ae1-4712-82a6-073b52965f6a
806060,cfb73411-b1a3-4afc-938c-457838806060,d86eb439-2718-497f-9f6a-a20ac5a0dbde
3e0dad,cfc5ef72-d2b5-4fae-a23e-2053173e0dad,0885889b-268f-4278-88c3-78052e5eda83
ecb9eb,d69dea0f-fd0c-4b62-a028-46ff45ecb9eb,34fdd8f7-90d9-48ae-a072-59fdc17a7342
449aac,d85da3ce-8258-43f2-920a-267496449aac,e614a125-27b9-4f25-837d-d8533dc9f51d
979aa1,da87d2df-b61b-4166-adee-9aa2bc979aa1,cc545c73-4aac-4a9a-b949-6fbb1d5fb5d5
12653e,ddf18009-7a1a-453a-96cb-817b7812653e,75891534-f57c-43d9-8823-a01c5c8cf5f5
728e8f,df490984-bd1f-41cd-9241-dd8b15728e8f,4ced92b6-9b86-4943-8965-8fb1de5a1ede
133e03,dfbb61dc-80ca-4fd9-8182-fa51f5133e03,7a1e0fbf-cdfb-4e4d-b875-f8cb80ce0556
d9f227,eb1bb841-2173-449f-928c-72b211d9f227,29e8c288-81af-410f-9697-7f2ab63823d1
853999,ff109f90-b37f-4909-9f02-fddd60853999,4997ee97-7541-48c2-9a0a-025b78aa3bea
9c71ee,02bdf6ba-c1a7-46fc-a161-a3a2b19c71ee,f79e3703-39a9-4d49-bbdf-c1aea911a64a
8f15c6,0b19699c-b900-4db8-b245-b50bf98f15c6,9a8bac56-2581-4bd4-b840-0030c246d9a2
306cee,0bd1b2dc-f4e0-4891-aa3d-81deb9306cee,c4d68ca4-57c7-4b27-8621-ad1fae6857b5
ef856d,0bf91f28-57b5-40d0-8a97-d68158ef856d,84d1a683-0e5c-4f9a-b347-212d177b5a69
18713a,120f7a7e-0bc0-461f-bd9b-1715ae18713a,47227bc4-e327-4d3b-85d7-f6283172aeab
eb378b,122b6e72-63e3-4330-990e-c7de0aeb378b,491a25dd-8cde-4e42-9a62-b7b5ebb96945
6766cf,13f9ccb3-a610-4699-a16c-ba5f7c6766cf,71af1163-7c0f-49ca-9749-df242f974335
5ff75c,19837361-0ffe-42c0-8da0-af514b5ff75c,7a18c17b-8dd1-4fd2-a8fb-c8197d958014
8fa440,25ec9824-7a9f-46cf-9e15-f592418fa440,83a6f95d-760c-4b18-8023-78c7772f48ed
d79ac8,2af4b4c1-cf2a-4b27-b2fa-7d82bdd79ac8,a0c2ee2b-9928-4f8b-ab41-fe82708f69e6
7eebdc,3130afe9-9ba1-45ca-8c36-6026a97eebdc,bd7a9ee4-6494-4b2d-ac07-aec75b013092
402026,3e81c4b8-e075-4389-8d0c-026103402026,473b3fd4-cd1b-4c43-bf22-437c9978d4c2
f1bd4a,635b18d0-4a02-4d87-883f-3aac78f1bd4a,4a9a6225-7c94-41e9-870d-721b776683b0
cd5648,660c79c2-60ae-4c6b-9067-050d7bcd5648,6c950449-206d-481a-a680-6db9bfafdc8d
080917,7485396b-d1eb-49a7-8364-3f7c1b080917,ba525b06-dc4d-476f-8981-ff2dfff310fa
dcb89d,7769a122-8e2c-404c-9e64-529e98dcb89d,4bc757a4-c041-486f-8b63-c191fb8b7778
04a2fb,7a8abefa-d361-4a15-8f8d-dd196f04a2fb,2ba5d311-01a8-40b8-9acf-778c7f75a86a
031eb9,7e8683a3-e4c8-4f90-b791-4d8cd1031eb9,12c99e4c-1820-47c9-85e1-0cdadf4823de
46313d,7fc7481b-2070-461b-bd9d-f87f1446313d,12a8d484-ccb0-4df1-9935-fa2fac65f2f3
3e258b,81c7a5f4-340e-4384-bc10-5da30c3e258b,9d50bdc3-ceba-4234-95eb-48baa51a08d9
790e8d,89d1d194-aea9-44b4-95fc-a0c6d7790e8d,8882203b-3f1f-4bfa-9597-274cf4394f90
f99dfc,8d0be396-86e4-488c-bfe9-43faebf99dfc,caf547ea-356f-45a8-b968-b5249dcedc88
4031ed,91c6b2ef-b48a-4404-a4fe-0ade8e4031ed,0390958a-6d78-4a99-8797-adaf59965196
039fec,98a5d910-ca85-4323-83bd-332b6a039fec,9ac5dd46-194c-427d-98a7-38f286ab4078
2f6187,a565ecb4-548e-4f4b-80b4-1588132f6187,490f427d-0dc7-44f9-9587-61a2c8db13a6
948e59,a575d0b5-d4c9-4f72-986f-49e24e948e59,66ce1625-6f5b-44f9-be58-c4f63dc70496
e52ab6,a8a4d319-fdeb-4117-8d6d-8957e4e52ab6,e46d4396-a802-438e-80cc-cf609eb8d347
196179,a9ac79d4-a0d3-43b4-a14b-99a9be196179,0dc02b3e-84ea-4841-a79c-76e5e0441e34
531b24,ace531c8-26ab-49b5-b045-0795c6531b24,242c25d3-573c-4e91-adf1-1e86f0a09684
487562,ad839dfb-12f2-47c9-9552-078157487562,cc4ac986-23b2-428e-b8ac-a6274faefa6e
